"ANSWER","ID","SIZE"
"Anthony Burgess","7524","5"
"oceans","7525","3"
"charge","7526","7"
"Louis Armstrong","7527","13"
"gamma","7528","11"
"Saint Paul","7529","3"
"monks","7530","4"
"the Trojan War","7531","3"
"CPU","7532","3"
"Christopher Wren","7533","3"
"eggs","7534","8"
"Bay of Pigs Invasion","7535","4"
"Roman emperors","7536","5"
"Hiawatha","7537","3"
"Lady Macbeth","7538","9"
"de Medicis","7539","2"
"leaf","7540","4"
"atmospheric pressure","7541","2"
"tone","7542","3"
"Sir Arthur Conan Doyle","7543","4"
"colloid","7544","3"
"clowns","7545","2"
"roots","7546","12"
"cattle","7547","9"
"McDonalds","7548","4"
"The Book of Job","7549","2"
"Nat Turner","7550","6"
"antimatter","7551","5"
"Jacques Rene Chirac","7552","2"
"liquids","7553","2"
"Rip van Winkle","7554","3"
"testosterone","7555","5"
"Dreyfus Affair","7556","4"
"square root","7557","2"
"The Philippines","7558","8"
"Anne Frank","7559","5"
"British Empire","7560","4"
"Giuseppi Garibaldi","7561","2"
"the Nation of Islam","7562","3"
"Meiji restoration","7563","2"
"the Earths core","7564","2"
"Margaret Eleanor Atwood","7565","10"
"ravens","7566","7"
"white","7567","15"
"Volga River","7568","9"
"the Great Depression","7569","2"
"Rosencrantz and Guildenstern","7570","2"
"Gustavus II Adolphus","7571","2"
"binary number system","7572","2"
"William Jefferson Bill Clinton","7573","6"
"Francois Rabelais","7574","8"
"William Wallace","7575","4"
"Lord Rayleigh","7576","5"
"science","7577","9"
"Isabella I of Castile","7578","2"
"the Spanish-American War","7579","2"
"Winston Leonard Spencer-Churchill","7580","2"
"Van der Waals forces","7581","2"
"cube","7582","4"
"Commonwealth of Virginia","7583","5"
"blood type","7584","2"
"Madrid","7585","4"
"Hester Prynne","7586","3"
"Seneca Falls Convention","7587","9"
"interest rates","7588","2"
"Pop Art","7589","2"
"immune system","7590","2"
"Know-Nothing Party","7591","4"
"vacuole","7592","3"
"Samaritans","7593","7"
"I M Pei","7594","5"
"Charlie Bird Parker","7595","2"
"Charles Robert Darwin","7596","3"
"Luncheon on the Grass","7597","5"
"fugues","7598","4"
"slave rebellions","7599","3"
"State of the Vatican City","7600","2"
"logarithm","7601","8"
"The Quran","7602","3"
"ethylene","7603","7"
"the Alhambra","7604","4"
"Tom Kennerly Wolfe","7605","2"
"the core","7606","2"
"Calvin and Hobbes","7607","4"
"simple machines","7608","2"
"Louis-Hector Berlioz","7609","3"
"Pictures of an Exhibition","7610","2"
"Ishmael","7611","5"
"Kuala Lumpur","7612","4"
"Rwanda","7613","5"
"Harry Truman","7614","2"
"volcanos","7615","2"
"notochord","7616","2"
"Caesar Marcus Aurelius Antoninus Augustus","7617","5"
"Oklahoma State University","7618","2"
"Ronald Reagan","7619","15"
"Arrhenius equation","7620","10"
"Apennines","7621","2"
"Ottawa","7622","2"
"Mary Cassatt","7623","10"
"four","7624","33"
"Saint Bartholomews Day Massacre","7625","2"
"violin concertos","7626","7"
"reduction","7627","14"
"Oedipus complex","7628","3"
"Finnish mythology","7629","3"
"s","7630","4"
"Merlin","7631","11"
"Mikhail Gorbachev","7632","9"
"molting","7633","2"
"Amsterdam","7634","11"
"Phillips Curve","7635","2"
"Incans","7636","6"
"Principia Mathematica","7637","3"
"Fidel Castro","7638","8"
"fruit fly","7639","5"
"Mohorovicic Discontinuity","7640","2"
"Saint Dominic","7641","2"
"the Decameron","7642","2"
"Amazons","7643","9"
"Mount Elbrus","7644","2"
"Vidkun Quisling","7645","2"
"calcite","7646","4"
"monotremes","7647","3"
"The Tyger","7648","6"
"Watergate Hotel","7649","2"
"The Pilgrims Progress From This World to That Which Is to Come","7650","2"
"neoconservatism","7651","3"
"Desiderius Erasmus","7652","6"
"Africa","7653","13"
"Louis XVI","7654","10"
"DNA sequencing","7655","10"
"Lake Tahoe","7656","2"
"laser","7657","3"
"The Blue Rider","7658","4"
"Katherine OFlaherty Kate Chopin","7659","2"
"Gaul","7660","7"
"Curie","7661","5"
"Church of Scientology","7662","10"
"chicken","7663","4"
"Abbasid Dynasty","7664","2"
"Calvin-Benson-Bassham Cycle","7665","2"
"John C Calhoun","7666","4"
"yeasts","7667","3"
"Millikan Oil Drop Experiment","7668","2"
"Othello","7669","12"
"Erwin Rommel","7670","3"
"one-half","7671","4"
"Jean Jacques Rousseau","7672","3"
"Nikolai Vasilievich Gogol","7673","7"
"Serbia","7674","6"
"Oliver Hazard Perry","7675","4"
"Kwaku Anansi","7676","7"
"the Paris Commune","7677","2"
"Boyles Law","7678","2"
"Doppler Effect","7679","4"
"The Third of May 1808","7680","5"
"Little Albert experiment","7681","2"
"marches","7682","5"
"the Muses","7683","4"
"To Althea From Prison","7684","2"
"Thomas Keneally","7685","3"
"Brown","7686","3"
"Natsume Soseki","7687","5"
"Caliban","7688","8"
"Frederic Henry","7689","2"
"Joel Chandler Harris","7690","3"
"Gimpel the Fool","7691","5"
"Le Misanthrope","7692","2"
"Alls Well That Ends Well","7693","2"
"Pamela","7694","5"
"Sister Carrie","7695","3"
"1001 Arabian Nights","7696","2"
"The Way of the World","7697","2"
"Haldor Laxness","7698","2"
"Kobo Abe","7699","5"
"William Styron","7700","2"
"John Webster","7701","2"
"The Human Comedy","7702","4"
"Outlaws of the Marsh","7703","6"
"The Skin of Our Teeth","7704","3"
"The Life and Opinions of Tristram Shandy","7705","2"
"The Chambered Nautilus","7706","4"
"Do Not Go Gentle Into That Good Night","7707","2"
"Titus Andronicus","7708","5"
"cherry","7709","2"
"The Queen of Spades","7710","4"
"Four Quartets","7711","3"
"Philip Kindred Dick","7712","3"
"Edna Pontellier","7713","3"
"Decameron","7714","3"
"Alan Stewart Paton","7715","3"
"Katherine Mansfield Murry","7716","2"
"The Last Temptation of Christ","7717","3"
"Miguel Angel Asturias","7718","5"
"When Lilacs Last in the Door-yard Bloomd","7719","3"
"Harold Athol Lanigan Fugard","7720","3"
"Gore Vidal","7721","2"
"St Louis","7722","9"
"Luigi Boccherini","7723","3"
"Giant Steps","7724","2"
"Alexander Scriabin","7725","4"
"Thomas Tallis","7726","5"
"Young British Artists","7727","3"
"Wild Strawberries","7728","3"
"Jean-Baptiste-Camille Corot","7729","3"
"Luigi Cherubini","7730","2"
"Ikiru","7731","2"
"Pierre Bonnard","7732","2"
"Brancacci Chapel","7733","2"
"Frederic Remington","7734","5"
"The Barque of Dante","7735","2"
"The Rakes Progress","7736","3"
"Cindy Sherman","7737","3"
"A Burial at Ornans","7738","3"
"Abbas Kiarostami","7739","2"
"Ein Heldenleben","7740","3"
"Knoxville Summer of 1915","7741","2"
"Pelleas and Melisande","7742","2"
"Herbie Hancock","7743","3"
"Lhomme arme","7744","2"
"Claude Lorrain","7745","2"
"Scheherazade","7746","2"
"Pieter Cornelis Mondrian","7747","2"
"bassoon","7748","13"
"Remment Lucas Koolhaas","7749","2"
"Max Ernst","7750","7"
"Symphony No 7","7751","2"
"Andrea Chenier","7752","3"
"Max Bruch","7753","2"
"Avant-Garde and Kitsch","7754","3"
"Jean-Leon Gerome","7755","4"
"Dave Brubeck","7756","11"
"Paul Taylor","7757","2"
"Aram Khachaturian","7758","6"
"The Dance","7759","4"
"Pieter de Hooch","7760","2"
"Francesco Borromini","7761","4"
"painting","7762","3"
"Rokeby Venus","7763","3"
"Franz Marc","7764","2"
"Simone Martini","7765","2"
"The Crystal Palace","7766","2"
"Bacchus and Ariadne","7767","3"
"Billie Holiday","7768","2"
"La Strada","7769","2"
"Francois Boucher","7770","2"
"Mark Morris","7771","3"
"Oskar Kokoschka","7772","4"
"Black","7773","2"
"breasts","7774","2"
"Meiji","7775","2"
"the Glorious Revolution","7776","3"
"cyanobacteria","7777","4"
"Teapot Dome Scandal","7778","3"
"The Seventh Seal","7779","4"
"Sir Thomas More","7780","3"
"diamagnetism","7781","7"
"Brownian Motion","7782","2"
"Peyton Manning","7783","2"
"The Silent Cry","7784","6"
"Ahab","7785","2"
"Robert Taft","7786","2"
"Nikolai Vassilievich Gogol","7787","2"
"eyes","7788","15"
"Portrait of Madame X","7789","6"
"mass moment of inertia","7790","6"
"swimming","7791","4"
"white dwarfs","7792","5"
"Christianity","7793","8"
"social","7794","2"
"Baldur","7795","4"
"Grigori Yefimovich Rasputin","7796","4"
"Mehmed II","7797","2"
"anthropology","7798","4"
"Markov chain","7799","3"
"Victor Frankenstein","7800","2"
"Secretary of Defense","7801","2"
"Tintern Abbey","7802","5"
"aldehyde","7803","5"
"spirals","7804","2"
"Spiro Theodore Agnew","7805","3"
"ice ages","7806","3"
"compilers","7807","5"
"Fashoda Incident","7808","2"
"rococo","7809","3"
"Lady Windermeres Fan","7810","8"
"Aztec mythology","7811","4"
"Prince Charles","7812","3"
"Treaty of Ghent","7813","3"
"mesons","7814","2"
"Ganymedes","7815","3"
"queues","7816","4"
"Junichiro Tanizaki","7817","13"
"Ferdinand II","7818","3"
"American Indian Movement","7819","2"
"Hall-Heroult process","7820","2"
"Cognitive Dissonance","7821","2"
"Fungi","7822","5"
"center of mass","7823","3"
"Nicola Sacco and Bartolomeo Vanzetti","7824","3"
"Horn of Africa","7825","2"
"Minnesota Timberwolves","7826","2"
"functions","7827","8"
"Baron de Montesquieu","7828","5"
"Marianas Trench","7829","2"
"State of New Mexico","7830","2"
"Oedipus Rex","7831","10"
"colligative properties","7832","2"
"Hummingbirds","7833","2"
"Thus Spoke Zarathustra","7834","4"
"wolf","7835","8"
"papal infallibility","7836","2"
"Vergil","7837","3"
"Captain Ahab","7838","6"
"Hinduism","7839","11"
"Golgi Apparatus","7840","2"
"Orange River","7841","3"
"Hadith","7842","2"
"Committee of Public Safety","7843","4"
"Yuan Dynasty","7844","3"
"The Raft of the Medusa","7845","12"
"Platyhelminthes","7846","7"
"simple harmonic oscillators","7847","5"
"Tom Brady","7848","4"
"Iroquois ConfederacyLeague","7849","2"
"Sukkoth","7850","2"
"Tao Te Ching","7851","4"
"George Frederick Handel","7852","2"
"Nebuchadnezzar II","7853","4"
"alkaline earth metals","7854","2"
"Alfred Dreyfus","7855","3"
"Cynicism","7856","6"
"hydrofluoric acid","7857","2"
"atomic clocks","7858","2"
"Angkor Wat","7859","4"
"Lend-Lease Act","7860","2"
"Silas Marner","7861","6"
"Toledo","7862","5"
"carbon nanotubes","7863","4"
"Felix Mendelssohn-Bartholdy","7864","7"
"New Kingdom","7865","3"
"piezoelectric effect","7866","2"
"The Courtship of Miles Standish","7867","3"
"Ambrose Everett Burnside","7868","2"
"Animal Farm A Fairy Story","7869","2"
"phoenix","7870","4"
"King David","7871","8"
"Konrad Adenauer","7872","2"
"marginal utility","7873","2"
"First Transcontinental Railroad","7874","3"
"damping","7875","3"
"First Opium War","7876","3"
"closure","7877","4"
"Gustav Robert Kirchhoff","7878","2"
"Boris Fyodorovich Godunov","7879","2"
"Joule-Thomson effect","7880","2"
"Battle of San Juan Hill","7881","4"
"Firefly","7882","4"
"Georgy Konstantinovich Zhukov","7883","2"
"The Sleeping Gypsy","7884","3"
"Aung San Suu Kyi","7885","2"
"color charge","7886","2"
"Miller-Urey experiment","7887","4"
"law of large numbers","7888","3"
"The Rape of Europa","7889","4"
"nephron","7890","3"
"chloroform","7891","3"
"the Wainwright Building","7892","2"
"Joseph II of Austria","7893","2"
"Elijah the Tishbite","7894","2"
"Cygnus","7895","2"
"sigma","7896","4"
"NMR","7897","2"
"Selma","7898","3"
"learned helplessness","7899","6"
"Kingdom of Jerusalem","7900","3"
"Saint Stephen I of Hungary","7901","2"
"deterministic chaos","7902","2"
"Advent","7903","4"
"Danse Macabre","7904","3"
"Republic of Angola","7905","5"
"School of Athens","7906","2"
"Chris Bosh","7907","2"
"Axumite Kingdom","7908","2"
"turbidity","7909","2"
"John Coolidge Adams","7910","20"
"Tiberius Julius Caesar Augustus","7911","4"
"Klingons","7912","2"
"Uttar Pradesh","7913","2"
"equality","7914","2"
"Henrys law","7915","3"
"Korean Demilitarized Zone","7916","2"
"Endgame","7917","9"
"Wolfgang Pauli","7918","6"
"CERN","7919","2"
"Clayton Antitrust Act","7920","4"
"John Birks Dizzy Gillespie","7921","4"
"Black Friday","7922","5"
"Laocoon Group","7923","2"
"Lagos","7924","5"
"Uyghurs","7925","6"
"Gustav Klimt","7926","9"
"Elephants","7927","2"
"ligand","7928","2"
"The Prado","7929","2"
"Muses","7930","3"
"Joaquim Maria Machado de Assis","7931","6"
"Gaia Hypothesis","7932","2"
"Republic of Austria","7933","4"
"B","7934","3"
"Ayers Rock","7935","3"
"Tanzania","7936","6"
"Lucius Septimius Severus","7937","2"
"Katherine Anne Porter","7938","6"
"The Gulf Stream","7939","2"
"sulfate","7940","3"
"Tet Offensive","7941","2"
"Panama","7942","4"
"Muhammad Ali Pasha al-Masud ibn Agha","7943","3"
"Little Miss Sunshine","7944","2"
"Augustin Louis Cauchy","7945","3"
"parathyroid hormone","7946","4"
"The Portrait of a Lady","7947","4"
"Hubble constant","7948","4"
"Henry IV of the Holy Roman Empire","7949","2"
"Scottish Symphony","7950","3"
"Lake Okeechobee","7951","2"
"The Beastie Boys","7952","2"
"Lake Maracaibo","7953","5"
"Napoleon I Bonaparte","7954","5"
"Mukden","7955","2"
"Francisco Pancho Villa","7956","4"
"Saint Mark","7957","2"
"Cossacks","7958","9"
"There Will Be Blood","7959","3"
"condensation reactions","7960","2"
"Johann Pachelbel","7961","4"
"Peter Grimes","7962","3"
"The Salvation Army","7963","4"
"Drew Allison Carey","7964","2"
"Olivier Messiaen","7965","3"
"positrons","7966","2"
"beta decay","7967","5"
"Echo","7968","3"
"Oscar-Claude Monet","7969","2"
"Aachen","7970","2"
"North Dakota","7971","5"
"Totem and Taboo","7972","2"
"Theodoric the Great","7973","6"
"Second Amendment","7974","2"
"Pieta","7975","3"
"Marfan syndrome","7976","3"
"The Tragedy of Puddnhead Wilson","7977","2"
"The Reaper","7978","2"
"Stand","7979","2"
"21","7980","2"
"Fullmetal Alchemist","7981","2"
"Jon Arbuckle","7982","2"
"Erik Satie","7983","14"
"Georges Benjamin Clemenceau","7984","3"
"mica","7985","3"
"Ralph Ellison","7986","6"
"Diego Armando Maradona","7987","2"
"tones","7988","2"
"Henry the Navigator","7989","5"
"Henry Hudson","7990","4"
"Non-Aligned Movement","7991","2"
"O Captain ! My Captain !","7992","3"
"Mori","7993","6"
"Athol Harold Lannigan Fugard","7994","2"
"Ashoka the Great","7995","3"
"The Maltese Falcon","7996","4"
"Dr Strangelove","7997","2"
"colonial America","7998","2"
"the Philippines","7999","6"
"Pedro Alvares Cabral","8000","2"
"tax","8001","2"
"sunspots","8002","10"
"Taft","8003","4"
"Guam","8004","4"
"incest","8005","2"
"William Gladstone","8006","7"
"Giovanni Lorenzo Bernini","8007","4"
"Hungarians","8008","5"
"Juno","8009","4"
"Durga","8010","4"
"Pirithous","8011","4"
"An Essay Concerning Human Understanding","8012","8"
"Kalki","8013","2"
"Fionn mac Cumhaill","8014","7"
"Ukko","8015","2"
"Crowds and Power","8016","3"
"Elamites","8017","2"
"Peleus","8018","3"
"Susanowo","8019","3"
"Kali","8020","4"
"The Gay Science","8021","5"
"om","8022","2"
"Emanuel Swedenborg","8023","4"
"Wahhabism","8024","2"
"The Praise of Folly","8025","2"
"tirthankaras","8026","3"
"The Open Society and Its Enemies","8027","2"
"Ark of the Covenant","8028","3"
"The Fixation of Belief","8029","2"
"Trobriand Islanders","8030","4"
"Hasidism","8031","4"
"horse","8032","5"
"Word and Object","8033","4"
"Deep Play","8034","3"
"Julia Kristeva","8035","4"
"Epictetus","8036","3"
"The Poverty of Historicism","8037","3"
"Geb","8038","2"
"GEM Anscombe","8039","2"
"Gypsies","8040","2"
"Rig Veda","8041","4"
"The World as Will and Representation","8042","5"
"spider","8043","3"
"Porphyry","8044","2"
"Fomorians","8045","2"
"sun","8046","8"
"Paul Feyerabend","8047","2"
"Tiamat","8048","6"
"Pasiphae","8049","2"
"Arius","8050","2"
"Averroes","8051","8"
"Hydriotaphia Urn Burial","8052","2"
"fox","8053","4"
"sheep","8054","4"
"Kullervo","8055","3"
"On the Genealogy of Morals","8056","5"
"Perun","8057","5"
"History and Class Consciousness","8058","2"
"Conchobar mac Nessa","8059","3"
"Hachiman","8060","2"
"Eid al-Adha","8061","4"
"Arthashastra","8062","3"
"Philoctetes","8063","4"
"Jersey Devil","8064","2"
"Captain Marvel","8065","2"
"Partitions of Poland","8066","4"
"Formaldehyde","8067","2"
"Peroxisomes","8068","2"
"Tokamak","8069","2"
"Battle of Grunwald","8070","2"
"Hubbles constant","8071","3"
"Silesia","8072","3"
"grammar","8073","4"
"Battle of Alesia","8074","3"
"Doctor Octopus","8075","2"
"Gas chromatography","8076","2"
"Reconstructionist Judaism","8077","2"
"John Ruskin","8078","6"
"Hard Times","8079","2"
"Stephen Cole Kleene","8080","2"
"Simon Magus","8081","3"
"Lohengrin","8082","4"
"Lake of the Woods","8083","2"
"Music for the Royal Fireworks","8084","3"
"War of Jenkins Ear","8085","3"
"Bob Fosse","8086","3"
"Cystic fibrosis","8087","2"
"Sarpedon","8088","2"
"Battle of Lundys Lane","8089","4"
"A Grain of Wheat","8090","4"
"Hydrogen bonding","8091","2"
"Keratin","8092","2"
"Carl Maria von Weber","8093","6"
"Civilization and its Discontents","8094","2"
"Pugachevs Rebellion","8095","2"
"Cosmic rays","8096","2"
"Punjab","8097","2"
"Treaty of the Pyrenees","8098","2"
"Luzon","8099","4"
"Peter Abelardus","8100","2"
"Sonic Hedgehog Homolog","8101","2"
"Oort cloud","8102","2"
"CP violation","8103","3"
"Dionysius","8104","2"
"Deposition from the Cross","8105","2"
"The Smashing Pumpkins","8106","2"
"New Netherland","8107","2"
"Nosferatu A Symphony of Horror","8108","2"
"Apartheid","8109","3"
"hardness","8110","5"
"triple bond","8111","2"
"Mobius strip","8112","3"
"culture","8113","10"
"determinants","8114","4"
"x-rays","8115","7"
"Fiddler on the Roof","8116","4"
"slavery","8117","6"
"acid rain","8118","4"
"A Portrait of the Artist as a Young Man","8119","12"
"Madonna of the Long Neck","8120","2"
"Lollards","8121","3"
"Love","8122","2"
"Milan","8123","8"
"colors","8124","8"
"conservative","8125","2"
"Gaia","8126","2"
"Sir Winston Leonard Spencer-Churchill","8127","3"
"Quasar","8128","2"
"Student Nonviolent Coordinating Committee","8129","2"
"Index of Refraction","8130","3"
"piccolo","8131","2"
"House of Hohenzollern","8132","2"
"Macedon","8133","2"
"Andromeda","8134","8"
"Kingdom of Scotland","8135","2"
"James Agee","8136","3"
"United States Presidential Election of 1876","8137","4"
"Nash equilibrium","8138","4"
"Long Days Journey Into Night","8139","9"
"Lord Ganesha","8140","2"
"St Christopher","8141","4"
"Grignard reagents","8142","7"
"fruit","8143","2"
"The Jew of Malta","8144","10"
"Discourse on Method","8145","2"
"Kingdom of Bhutan","8146","4"
"Augustus","8147","7"
"Quicksort","8148","2"
"Normans","8149","3"
"Ludwig Boltzmann","8150","12"
"porifera","8151","3"
"The Life of Gargantua and Pantagruel","8152","2"
"The Third of May 1808 The Execution of the Defenders of Madrid","8153","3"
"Chihuahua","8154","3"
"Thucydides","8155","5"
"Antonin Leopold Dvorak","8156","4"
"Ramachandra","8157","3"
"quantum computers","8158","5"
"William Rowan Hamilton","8159","3"
"Thus Spake Zarathustra","8160","4"
"Sanskrit","8161","13"
"Book of Ecclesiastes","8162","2"
"Burial at Ornans","8163","2"
"cars","8164","10"
"anomie","8165","4"
"Emperor","8166","2"
"red giants","8167","5"
"Christopher Fry","8168","3"
"Man and Superman","8169","4"
"Prosper Merimee","8170","2"
"Sor Juana Ines de la Cruz","8171","2"
"Molloy","8172","2"
"Bigger Thomas","8173","3"
"Against the Day","8174","4"
"I Am a Cat","8175","3"
"Jacques the Fatalist and his Master","8176","2"
"Wilhelm Meister","8177","3"
"The Admirable Crichton","8178","2"
"Maurice Maeterlinck","8179","2"
"Mans Fate","8180","3"
"R K Narayan","8181","2"
"Petersburg","8182","2"
"The Tale of the Bamboo Cutter","8183","2"
"Oblomov","8184","4"
"Charles Dickens","8185","16"
"elegy","8186","5"
"Ngugi wa Thiongo","8187","7"
"Gotthold Ephraim Lessing","8188","3"
"Hugh Selwyn Mauberley","8189","2"
"The Wreck of the Deutschland","8190","3"
"The Last Question","8191","2"
"The Kreutzer Sonata","8192","2"
"George Etherege","8193","2"
"Tirso de Molina","8194","2"
"Tawfiq al-Hakim","8195","4"
"The Hunting of the Snark","8196","2"
"Gooseberries","8197","2"
"The Anxiety of Influence","8198","3"
"Love and Death in the American Novel","8199","3"
"The Kite Runner","8200","3"
"What We Talk About When We Talk About Love","8201","3"
"Manhattan Transfer","8202","2"
"Travesties","8203","2"
"The Emperor Jones","8204","5"
"W G Sebald","8205","2"
"The Sot-Weed Factor","8206","3"
"Trilby","8207","2"
"Anthills of the Savannah","8208","2"
"The Heart is a Lonely Hunter","8209","10"
"Gerard de Nerval","8210","2"
"Franny and Zooey","8211","2"
"Lady Gregory","8212","2"
"Portrait of a Lady","8213","2"
"Enuma Elish","8214","2"
"Julia","8215","2"
"The Murder of Roger Ackroyd","8216","2"
"Miranda","8217","2"
"I Heard a Fly Buzz When I Died","8218","2"
"George Washington Cable","8219","4"
"Blindness","8220","5"
"Speak Memory","8221","3"
"Macondo","8222","5"
"A & P","8223","2"
"The Ballad of Reading Gaol","8224","2"
"Oulipo","8225","2"
"The Confessions of Nat Turner","8226","5"
"Jamaica","8227","23"
"Ironweed","8228","3"
"Book of Songs","8229","4"
"And Quiet Flows the Don","8230","3"
"Tam OShanter","8231","2"
"The Lone Ranger and Tonto Fistfight in Heaven","8232","2"
"Looking for Zora","8233","2"
"Vathek","8234","3"
"Rain","8235","2"
"The Wall","8236","3"
"The Cloven Viscount","8237","2"
"Sexual Personae","8238","2"
"Black Lamb and Grey Falcon","8239","2"
"Yalu River","8240","3"
"Getulio Vargas","8241","2"
"Rio de la Plata","8242","3"
"The Alchemist","8243","7"
"Gettysburg Address","8244","2"
"gel electrophoresis","8245","12"
"One Hundred Years Of Solitude","8246","2"
"Roger Brooke Taney","8247","3"
"Republic of Bulgaria","8248","3"
"Garden of Eden","8249","5"
"Maui-tikitiki","8250","3"
"Halogens","8251","4"
"Peter Pan","8252","3"
"Lee Harvey Oswald","8253","3"
"Meiosis","8254","4"
"Clarence Darrow","8255","3"
"Ralph Nader","8256","3"
"Los Angeles Dodgers","8257","3"
"Umayyad Caliphate","8258","6"
"Mammoth Cave","8259","2"
"W E B Du Bois","8260","5"
"kinetic theory of gases","8261","3"
"St Peters Basilica","8262","4"
"Leonard Euler","8263","5"
"Monroe Doctrine","8264","2"
"Tess Durbeyfield","8265","5"
"Battle of Trenton","8266","4"
"Thomas Stonewall Jackson","8267","2"
"monopolies","8268","2"
"Go Down Moses","8269","5"
"prisons","8270","18"
"rifts","8271","2"
"Vienna Austria","8272","4"
"Angular Momentum","8273","2"
"Delian League","8274","3"
"Maya","8275","4"
"meditation","8276","5"
"Lewis acid","8277","3"
"John Forbes Nash Jr","8278","4"
"glycosylation","8279","3"
"Clarice Lispector","8280","4"
"Julius","8281","2"
"Homage to the Square","8282","3"
"Sackur-Tetrode equation","8283","2"
"Quito","8284","2"
"Irving Fisher","8285","4"
"The Thieving Magpie","8286","3"
"uniform distribution","8287","4"
"Surtr","8288","2"
"The Myth of the Birth of the Hero","8289","2"
"antiaromaticity","8290","2"
"Dom Casmurro","8291","4"
"Richard Serra","8292","2"
"graphene","8293","9"
"Wieland","8294","2"
"The Work of Art in the Age of Mechanical Reproduction","8295","3"
"Xolotl","8296","2"
"Erwin Panofsky","8297","2"
"Mormon","8298","2"
"Sassanids","8299","2"
"David Bohm","8300","2"
"Bayard Rustin","8301","3"
"Zuleika Dobson","8302","2"
"Veracruz","8303","2"
"peacocks","8304","5"
"The Epic of Sundiata","8305","2"
"Casa Mila","8306","2"
"the Dagda","8307","3"
"Pensees","8308","2"
"Zembla","8309","2"
"Miles Gloriosus","8310","3"
"Nikolai Leskov","8311","5"
"Les Nabis","8312","3"
"Reflection","8313","4"
"Robert Burns Woodward","8314","4"
"Arkansas River","8315","2"
"Henry Ossawa Tanner","8316","3"
"The Knight in the Panthers Skin","8317","2"
"Moche","8318","2"
"guanine","8319","2"
"Vineland","8320","2"
"Sykes-Picot Agreement","8321","2"
"Gottfried Keller","8322","4"
"Solomon Islands","8323","4"
"Rogier van der Weyden","8324","6"
"Billiards at Half-Past Nine","8325","5"
"Facing Mount Kenya","8326","4"
"Richard Neville","8327","2"
"polymerization","8328","9"
"orthogonal","8329","5"
"Jakarta","8330","2"
"summer","8331","4"
"Dr Pangloss","8332","2"
"film noir","8333","2"
"distance","8334","13"
"sign languages","8335","2"
"hadrons","8336","2"
"calorimetry","8337","6"
"Impression Sunrise","8338","2"
"solvent","8339","3"
"James II","8340","4"
"Turing machine","8341","4"
"Jane Goodall","8342","3"
"Humbert Humbert","8343","4"
"Z0 boson","8344","2"
"transition state","8345","7"
"Salzburg","8346","2"
"planetary nebulae","8347","3"
"abolitionism","8348","3"
"nebulae","8349","3"
"windmills","8350","2"
"Continental System","8351","2"
"Trinidad","8352","4"
"American Gothic","8353","14"
"steroids","8354","2"
"resistivity","8355","4"
"Mariel Boatlift","8356","2"
"the Last Judgment","8357","2"
"leaves","8358","5"
"Tagus River","8359","3"
"Seljuk Turks","8360","4"
"Cepheid variables","8361","2"
"River Thames","8362","5"
"carbonyl","8363","3"
"Monticello","8364","2"
"Manichaeism","8365","12"
"aphasia","8366","4"
"The Water Margin","8367","2"
"Symphony from the New World","8368","2"
"Suez Canal","8369","5"
"Notre Dame de Paris","8370","2"
"centrioles","8371","2"
"Mahmoud Ahmadinejad","8372","2"
"Babylonia","8373","3"
"sleep","8374","7"
"angle","8375","3"
"House of Bourbon","8376","8"
"superfluids","8377","5"
"Milgram obedience experiment","8378","2"
"Heinrich Schliemann","8379","2"
"Aragon","8380","3"
"God is dead","8381","2"
"The Knights Tale","8382","3"
"Chicago White Sox","8383","2"
"Zionism","8384","2"
"King Solomon","8385","6"
"Chief Justice of the United States","8386","2"
"Seven Weeks War","8387","3"
"Mansa Kankan Musa","8388","2"
"therapy","8389","3"
"Gustavus Theodore von Holst","8390","2"
"Agamemnon","8391","13"
"FARC","8392","2"
"relativity","8393","4"
"Malta","8394","9"
"active transport","8395","3"
"binary systems","8396","2"
"Salome","8397","7"
"Y chromosome","8398","4"
"filtration","8399","3"
"Mount Vesuvius","8400","2"
"Warren Edward Buffett","8401","2"
"Fyodor Mikhailovich Dostoyevsky","8402","9"
"civilization","8403","2"
"symphonies by Wolfgang Amadeus Mozart","8404","3"
"Sirius","8405","4"
"United States presidential election of 1912","8406","2"
"Garden of Earthly Delights","8407","2"
"leukemia","8408","7"
"Meiji Emperor","8409","2"
"Judas Iscariot","8410","9"
"Federalist Party","8411","7"
"Arctic Ocean","8412","4"
"rats","8413","3"
"Sunni Islam","8414","2"
"Starcraft II","8415","2"
"arches","8416","2"
"Nicholas","8417","4"
"beds","8418","2"
"feathers","8419","7"
"Denver","8420","3"
"duchess","8421","2"
"War of the Three Henrys","8422","5"
"Natalie Portman","8423","2"
"tension","8424","3"
"prices","8425","4"
"Transcontinental Railroad","8426","3"
"altarpieces","8427","2"
"cilia","8428","4"
"Marseilles","8429","2"
"Bloom","8430","2"
"sociology","8431","2"
"The Merry Wives of Windsor","8432","4"
"Crab Nebula","8433","7"
"James Garfield","8434","2"
"Anton Chekov","8435","3"
"Publius Virgilius Maro","8436","2"
"Sappho","8437","9"
"Boyles law","8438","2"
"diamonds","8439","13"
"Gerald Ford","8440","3"
"Caucasus Mountains","8441","4"
"Parkinsons disease","8442","6"
"Russian","8443","20"
"Hammurabi","8444","7"
"D","8445","3"
"Mending Wall","8446","7"
"Cronos","8447","2"
