"id","key","question","category","type","approval"
12,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: A </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">son montuno</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> band from this country, Sierra Maestra, is named for a mountain range found in its historical Oriente province. The national anthem of this country, the </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Bayamesa</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">, draws its name from the city of Bayamo. The </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">guajira</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> band the Buena Vista Social (*) </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Club was formed in this country&rsquo;s capital, which is served by Jos&eacute; Mart&iacute; International Airport. Perhaps this island country&rsquo;s best known song, Guajira Guantanamera, references a woman from its Guantanamo province. For ten points, name this country, whose capital is referenced by Camila Cabello in the title of her 2018 hit, </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Havana</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">.</span></p>
<p><span id=""docs-internal-guid-95175daa-7fff-da92-fb41-7ed75eed103f""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Cuba</span></span></p>",26,"T",0
13,"e6d944","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 12pt; white-space: pre-wrap;""><strong>Question: This team, though founded in 1967, would not get its first winning season unitl 20 years later. Their owner, originally a car dealership owner, bought this team for a mere 70 dollars. Consistently wearing paper bags until the turn of the century, this team was marked as one of the worst in the NFL. </strong>Featuring such players such as Steve Gleason and such defenses such as the ""dome patrol"", this team aws the victim of the infamous ""no call"" in the 2018 NFC Championship game. For 10 points name this team that plays in New Orleans, quarterbacked by Drew Brees.</span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 12pt; white-space: pre-wrap;"">ANSWER: <strong>New Orleans Saints</strong> (accept <strong>New Orleans</strong> before mention)</span></p>",27,"T",0
14,"e9af88","<p><span id=""docs-internal-guid-6fed565a-7fff-f330-196e-b0fc142dd35f""></span></p>
<p><span style=""font-size: 12pt;""><span style=""font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: The Dirac Quantization condition states that the product of the charge of these particles in terms of the fundamental unit of their charge and the fundamental unit of electric charge gives an integer multiple of pi in units of the reduced Planck&rsquo;s constant. The first solution to the Yang-Mills Field equation was one of these entities named for Wu and Yang</span><span style=""font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">. </span><span style=""font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">(*) </span><span style=""font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">A Dirac string is a one-dimensional curve in space stretching between two of these particles with opposite charges or from one out to infinity. The Dirac string is the only way to incorporate these particles into Maxwell&rsquo;s equations. Gauss&rsquo;s law predicts that these particles do not exist. Name FTP these particles of singular magnetic charge that act &ldquo;like a magnet with only a north or a south pole&rdquo;. </span></span></p>
<p><span style=""font-size: 12pt;""><span style=""font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: Magnetic </span><span style=""font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">monopoles</span></span></p>",3,"T",0
15,"e6d944","<p><span style=""font-family: arial, helvetica, sans-serif;""><strong>Question:&nbsp;The first infinte sequence that was discovered in europe is equal to 2 over this number. Another infinite series for this number over 4 can be represented as the sum as k appraches infinity of (-1^k)/2k+1.&nbsp;</strong>That series is known is the leibniz formula for this quantity. A popular website allows the user to find any string of numbers in this quantity. This quantity can can also be represented as the ratio of a circles circumfrence over its diameter. For 10 points name this quantity that is squared in the formula for an area of a circle and is approximated to 3.14.</span></p>
<p><span style=""font-family: arial, helvetica, sans-serif;"">ANSWER: <strong>Pi</strong> [accept <strong>3.14</strong>]</span></p>",4,"T",0
16,"83d718","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 12pt;""><strong>Question: This composer was instrumental in shaping the foundation of West Coast minimalism and the New York School through his frequent use of melody repetition and repetition in chord changes. This person was the composer-in-residence for the Mystical Order of the Rose and Cross of the Temple and Grail , an occult group of people founded by one of this persons' close friends, Jos&eacute;phin P&eacute;ladan. After this composers' death, &nbsp;his friends and family found over 100 umbrellas chaotically (*)&nbsp;</strong>spread throughout his house. This composer, known for his eccentricity, had a pedantic schedule, carried a hammer around for protection, and had a strange diet consisting of shredded bones, moldy fruit, and only the white varieties of cheese. This composer is also known for being a pioneer of background music, or what he called ""furniture music"". For 10 points, name this French composer of&nbsp;<em>Gymnopedies Suite</em> and&nbsp;<em>Vexations</em>, a piece that requires it to be repeated 840 times in succession.</span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 12pt;"">ANSWER: Erik <strong>Satie</strong> [Alfred Leslie, accept Steve Reich until ""melody repetition""]</span></p>",14,"T",0
17,"e9af88","<p><span id=""docs-internal-guid-c954f5d1-7fff-cd7f-6144-815a30ab7ec3""></span></p>
<p><span style=""font-size: 12pt;""><span style=""font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: The motion of particles in one type of these devices is modeled by the Mathieu equation. That type of this device is named after Wolfgang Paul and got him and Hans Dehmelt the 1989 Nobel Prize in Physics. When decomposed into its normal modes, another type of this device possesses a negative quadratic term in its Hamiltonian. (*) </span><span style=""font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">In that type of one of these devices, the normal modes are referred to as the axial, magnetron, and modified cyclotron modes. One type of Quantum computers is named after these devices. A type of this device is used at CERN&rsquo;s ALPHA experiment to store antimatter. For ten points, name these devices used to trap ions. </span></span></p>
<p><span style=""font-size: 12pt;""><span style=""font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Ion traps </span><span style=""font-family: Arial; color: #000000; background-color: transparent; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">[do not accept particle accelerators]</span></span></p>",3,"T",0
18,"83d718","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 12pt;""><strong>Question: This composer was a polyglot, speaking 15 languages fluently throughout his life. After a young death, his wife, Constanze, outlived him by more than 50 years. (*)&nbsp;</strong>She is part of the reason why he is recognized as one of the greatest composers of all time by spreading his music and preserving his legacy long after he was gone. This composer also had an unrefined sense of humor, for someone of his status. He constantly made jokes referring to the butt and sex. One of his pieces,&nbsp;<em>Leck Mich im Arsch,</em> or in English, ""lick me in the arse,"" is a good example of this. This composer also went on tour all over Europe with his sister, Nannerl, and father, Leopold, at the age of 7. For 10 points, name this composer of <em>The Magic Flute&nbsp;</em>and&nbsp;<em>Eine Kleine Nachtmusik.</em></span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 12pt;"">ANSWER: Wolfgang Amadeus&nbsp;<strong>Mozart</strong></span></p>",14,"T",0
19,"a97779","<p><strong><span style=""font-size: 12.5pt; font-family: Arial; color: #000000; background-color: transparent; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question:</span></strong><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> In this work a prince takes a vow of lifelong celibacy in order to allow his father to marry a fisherman&rsquo;s daughter. In another incident in this work, a woman turns pale and bloodless after seeing her first son which causes her second son to be born pale and unhealthy. Towards the end of this epic, characters fall on a trek up a mountain one by one</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> with a man explaining why they each fell. In the most famous scene of this work, a charioteer explains to a warrior that it is his duty to fight for a righteous cause. That section of this epic is the primary holy scripture for Hinduism. For 10 points, name this ancient Indian epic that contains the Bhagavad Gita, and is about the conflict between the 5 Pandava brothers and the 100 Kaurava brothers for the throne of Hastinapura.</span></p>
<p><span id=""docs-internal-guid-0cd1cd7b-7fff-1e50-b806-7958a8140f6c""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Mahabharata </span></span></p>",12,"T",0
20,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 12pt; margin-bottom: 12pt;""><span style=""font-size: 12pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: The earliest recorded case of this phenomenon is often attributed to John Locke in 1690, but there is disagreement as to whether he described an actual case or was using a metaphor. This involuntary phenomenon is also known to cause sensory overload in some of its patients. The most common variant of this phenomenon applies to letters (*) </span><span style=""font-size: 12pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">and numbers and is known as the Grapheme-color variety. Genetically, women are 8 times more likely to have this condition compared to men, in the UK. People experiencing this phenomenon in the field of music are also disproportinately likely to have perfect pitch. The word describing this phenomenon has Greek origins, it's components translating to ""together-sensation"".&nbsp; For 10 points, name this phenomenon because of which people may ""hear colors"" or ""see sounds"".</span></p>
<p><span id=""docs-internal-guid-5103114e-7fff-a220-337a-489192c10807""><span style=""font-size: 12pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-size: 12pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Synesthesia </span><span style=""font-size: 12pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">[</span><span style=""font-size: 12pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">accept specific types]</span></span></p>",1,"T",0
21,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Question</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">: For ten points each, answer these questions about a novel in which the narrator is not from North Carolina:</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">[10]</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> The African American protagonist moves to Harlem and joins the Brotherhood in this novel by Ralph Ellison.</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Invisible Man </span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">[do not accept or prompt on The Invisible Man]</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">[10]</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> </span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">The protagonist in Invisible Man, has this name.</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: (</span><span style=""font-size: 12.5pt; font-family: Arial; font-style: italic; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">*psyke*</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">) he is</span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> unnamed </span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">[generously accept equivalents]</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">[10]</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> The unnamed protagonist originally gets a job making this product.</span></p>
<p><span id=""docs-internal-guid-d3758c8b-7fff-553d-9a09-b1870a9d2d59""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: White </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">paint</span></span></p>",8,"B",0
